model_output,target,scores,scores_inserts
abafazil nje,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['11111111111111111111111111111111111111111111111111', '11111111111111111111111111111111111111111111111111']","['[]', '[]']"
abazali bayashlakhula manje,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['00000001111101011111111110111111111111111111111111', '11100001111111111111111111011111111111111111111111', '11100011011101011111111110111111111011111111111111']","['[]', '[""4"", ""5"", ""7""]', '[]']"
abafazi bayahlakhula manje,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111111111111111111111111111111111111111111111'],['[]']
aba fazi bayahlakhula manje khodw abantwana bayaund,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111011111011111111110111111011011111111111111'],['[]']
abafazi bayahlakhula manjey,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['10111111011111011111111110111111011011111011111111'],['[]']
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ingingahamba na,Ngingahamba na?,['111111111111'],"['[""0""]']"
ningahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
nginngingahamba na,Ngingahamba na?,"['111101111111', '111101111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,['111111111111'],['[]']
inginahamba na,Ngingahamba na?,"['110111111111', '110111111111']","['[""0""]', '[""0""]']"
ingi gahamba na,Ngingahamba na?,['110111111111'],"['[""0""]']"
ngingahamba na,Ngingahamba na?,['111111111111'],['[]']
ngikahambana,Ngingahamba na?,['111111111111'],['[]']
ingiyahamba na,Ngingahamba na?,['110011111111'],"['[""0""]']"
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
thulani khe,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,['11110111'],['[]']
siyabusa,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
siyabusa,Siyabusa.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
siyabusa,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
siyabusa,Siyabusa.,['11110111'],['[]']
siyabusa,Siyabusa.,['11111111'],['[]']
sibayabusa,Siyabusa.,['11110111'],"['[""2""]']"
thulani khe,Thulani ke.,"['111111111', '111111101']","['[]', '[]']"
uyanihleka,Thulani ke.,['111111111'],['[]']
thulani khe,Thulani ke.,"['111111101', '111111101']","['[]', '[]']"
thulani ke,Thulani ke.,"['111111111', '111111111']","['[]', '[]']"
thulani ke,Thulani ke.,"['111111111', '111111111', '111111111']","['[]', '[]', '[]']"
thulani ke,Thulani ke.,"['111111111', '111111111', '111111111']","['[]', '[]', '[]']"
thulani ke,Thulani ke.,['111111111'],['[]']
thulani ghe,Thulani ke.,['111111111'],['[]']
thulani ge,Thulani ke.,['111111101'],['[]']
thulani khe,Thulani ke.,['111111111'],['[]']
khuthani ke,Thulani ke.,['010111101'],['[]']
uyanihlekha,Uyanihleka.,['111111101'],['[]']
imizi mikhulu,Uyanihleka.,['111111111'],['[]']
uyanihlekha,Uyanihleka.,['111111101'],['[]']
uyanihleka,Uyanihleka.,['111111111'],['[]']
uyanihleka,Uyanihleka.,['111111111'],['[]']
uyanihleka,Uyanihleka.,"['111111111', '111111111']","['[]', '[]']"
uyanihleka,Uyanihleka.,['111111111'],['[]']
uyanishlaleka,Uyanihleka.,"['111111011', '111110111']","['[""6""]', '[""6""]']"
uyanihleka,Uyanihleka.,['111111101'],['[]']
uyanehlekha,Uyanihleka.,"['111111111', '111101101']","['[]', '[]']"
uyahelwa,Uyanihleka.,['111000000'],['[]']
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111']","['[]', '[]']"
izinyoni zinhle,Imizi mikhulu.,['111111111111'],['[]']
imizi mkhulu,Imizi mikhulu.,"['111111111111', '111111101111']","['[]', '[]']"
imizi mukhulu,Imizi mikhulu.,"['111111111111', '111111101111']","['[]', '[]']"
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111']","['[]', '[]']"
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imimikhuluo,Imizi mikhulu.,['111001111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
izinyoni  zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111101']","['[]', '[]']"
wena uyisilima,Izinyoni zinhle.,['1111111111111'],['[]']
izinyoni zinhle,Izinyoni zinhle.,['1111111111111'],['[]']
izinyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
izinyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
izinyoni zihle,Izinyoni zinhle.,['1111111111011'],['[]']
izinyoni,Izinyoni zinhle.,['1111111111111'],['[]']
izoyoni  zinshle,Izinyoni zinhle.,"['1100111111001', '1100111111101']","['[]', '[]']"
izinyoni zinhle,Izinyoni zinhle.,['1111111111111'],['[]']
izinyone zinhle,Izinyoni zinhle.,['1111110111111'],['[]']
izingwoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
wena uyisilima,Wena uyisilima.,"['11111111111111', '11111111111111']","['[]', '[]']"
sibuthande imphela ubuhle,Wena uyisilima.,['11111111111111'],['[]']
hwena uishhlima,Wena uyisilima.,['11111111101111'],['[]']
wena uyisilima,Wena uyisilima.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
wena uyiselima,Wena uyisilima.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
wena uyisilima,Wena uyisilima.,"['11111111111111', '11111111111111']","['[]', '[]']"
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
uwena isilima,Wena uyisilima.,"['11111111111111', '11111011111111']","['[]', '[]']"
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
wena usinima,Wena uyisilima.,['11111111111111'],['[]']
sibuthande imphela obushle,Sibuthande impela ubuhle.,"['1111111111110111111101', '1111111111111111111111', '1111111111101111111101']","['[]', '[]', '[]']"
umoya unamandla,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande imphela ubuhle,Sibuthande impela ubuhle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
sibuthande impela ubunhle,Sibuthande impela ubuhle.,"['1111111111111111111101', '1111111111111111111111']","['[]', '[""20""]']"
sibuthande impela ubuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande impela obuhle,Sibuthande impela ubuhle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
sibuthande impela obuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande imphela ubushle,Sibuthande impela ubuhle.,"['1111111111110111111111', '1111111111110111111101']","['[]', '[]']"
sibuthande,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande imphela ubuhle,Sibuthande impela ubuhle.,['1111111111110111110111'],['[]']
sibhuthande imphelwa ubuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
bayanifuna na,Umoya unamandla.,['11111111111111'],['[]']
umoya unamanhla,Umoya unamandla.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
umoya,Umoya unamandla.,['11111111111111'],['[]']
umwoya umana,Umoya unamandla.,"['11111110011101', '11111110011101']","['[]', '[]']"
umoya unamandla,Umoya unamandla.,['11111111111111'],['[]']
umuya unamandla,Umoya unamandla.,['11011111111111'],['[]']
umoya unamahla,Umoya unamandla.,['11111111111101'],['[]']
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
ufakazi uzohamba mandle,Bayanifuna na?,['1111111111111'],['[]']
baya nifuna na,Bayanifuna na?,['0111111111111'],['[]']
bayanifuna na,Bayanifuna na?,"['1111111111111', '1111111111111']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,"['1111111111111', '1111111111111']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
bayafbayanifuna ma,Bayanifuna na?,"['0111111111101', '0111111111101']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,['0111111111111'],['[]']
bayanifuna na,Bayanifuna na?,['0111111111111'],['[]']
bhayanifunda na,Bayanifuna na?,['0111111111111'],['[]']
ufakhazi uzohamba manje,Ufakazi uzohamba manje.,['1110111111111111111111'],['[]']
asiyobona indona,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
ufakhaziuzohamba manje,Ufakazi uzohamba manje.,"['1110111111111111111111', '1110111111111111111111']","['[]', '[]']"
ufakazi uzohamba manje,Ufakazi uzohamba manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
ufakazi uzohamba manje,Ufakazi uzohamba manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
ufakazi uzoamba manje,Ufakazi uzohamba manje.,['1111111111101111111111'],['[]']
ufakazi,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
ufakhazi uzohamba manje,Ufakazi uzohamba manje.,['1110111111111111111111'],['[]']
ufakhazi uzohamba manje,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
ufakhaza uufaizeuzohamba manje,Ufakazi uzohamba manje.,['1110010111111111111111'],['[]']
ufakhaziuzohambe manje,Ufakazi uzohamba manje.,['1110111111111110111111'],['[]']
umfazi uyambiza umnthwana,Umfazi uyambiza umntwana.,"['111111111111111111101111', '111111111111111111101111']","['[]', '[]']"
umfazi uyambiza umnthwana,Umfazi uyambiza umntwana.,"['111111111111111111111111', '111111111100111111101111']","['[]', '[]']"
umfamfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111110111111111111'],"['[""0""]']"
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi yambiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi uyambiza unthwana,Umfazi uyambiza umntwana.,['111111111111111111101111'],['[]']
amfaziuyabiza umntshwana,Umfazi uyambiza umntwana.,['111111111101111111111111'],['[]']
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111110111111111111'],['[]']
umfazi uyambiza umthwana,Umfazi uyambiza umntwana.,['111111111110111111101111'],['[]']
umffazi uyabiza mnthwana,Umfazi uyambiza umntwana.,['111111111100111111101111'],['[]']
asiyobona indtuna,Asiyobona induna.,"['1111111111111111', '1111101111111111']","['[]', '[]']"
uyathanda ukufunda khahle,Asiyobona induna.,['1111111111111111'],['[]']
asiyobhona iduna,Asiyobona induna.,"['1111101111111111', '1111101111101111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,['1111111111111111'],['[]']
asiyobhona undtuna,Asiyobona induna.,"['1111111111011111', '1111111111011111', '1111101111011111']","['[]', '[""10""]', '[]']"
asiyobona induna,Asiyobona induna.,['1111101111111111'],['[]']
asiyobona induna,Asiyobona induna.,['1111101111111111'],['[]']
asiyobhona ndo,Asiyobona induna.,['1111111111111111'],['[]']
uyathanda ukhufuna khahle,Uyathanda ukufunda kahle.,"['1111111111111111111111', '1111111111111111111111', '1111111111011111110101']","['[]', '[]', '[]']"
siyabuya,Uyathanda ukufunda kahle.,['1111111111111111111111'],['[]']
uyathanda ukhufunda khahle,Uyathanda ukufunda kahle.,"['1111111111111111111111', '1111111111111111111111', '1111111111011111110101']","['[]', '[]', '[]']"
uyathanda ukufunda kahle,Uyathanda ukufunda kahle.,['1111111111111111111111'],['[]']
uyathanda ukufunda kahle,Uyathanda ukufunda kahle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
uyathanda ukufunda kahle,Uyathanda ukufunda kahle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
uyathandaukufunda kahle,Uyathanda ukufunda kahle.,['1111111111111111111111'],['[]']
uyathanda ukhufunda khashle,Uyathanda ukufunda kahle.,"['1111111111111111110101', '1111111111011111110101']","['[]', '[]']"
uyathanda ukufunda khahle,Uyathanda ukufunda kahle.,['1111111111111111110111'],['[]']
uyathanda ukhufunda khahle,Uyathanda ukufunda kahle.,['1111111111011111110111'],['[]']
uyathanda ukufundakhahle,Uyathanda ukufunda kahle.,['1111111111011111110101'],['[]']
siyabuya,"Siyabuya, sinamahhashi.","['1111111111111111111', '1111111111111111111', '1111111111111110111']","['[]', '[]', '[]']"
bhizani,"Siyabuya, sinamahhashi.",['1111111111111111111'],['[]']
iyabhuya sinamashi,"Siyabuya, sinamahhashi.","['0111011111111111111', '1111011111111110011']","['[""4""]', '[]']"
siyabuya,"Siyabuya, sinamahhashi.","['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
siyabuya,"Siyabuya, sinamahhashi.","['1111111111111111111', '1111111111111111111']","['[]', '[]']"
sibuya sinamahhashi,"Siyabuya, sinamahhashi.",['1100111111111111111'],['[]']
siyabuya,"Siyabuya, sinamahhashi.","['1111111111111111111', '1111111111111111111']","['[]', '[]']"
siyabhuya,"Siyabuya, sinamahhashi.","['1111111110111000000', '1111011111110011010']","['[]', '[]']"
siyabuya,"Siyabuya, sinamahhashi.",['1111111111111111111'],['[]']
siyabuya,"Siyabuya, sinamahhashi.",['1111011111111110111'],['[]']
siyabhuya,"Siyabuya, sinamahhashi.",['1111011111111100001'],['[]']
bizani,Bizani.,['011111'],['[]']
uma uthanda,Bizani.,['111111'],['[]']
izani,Bizani.,['111111'],['[]']
bizani,Bizani.,"['111111', '111111', '111111']","['[]', '[]', '[]']"
izani,Bizani.,"['111111', '111111']","['[]', '[]']"
bizani,Bizani.,"['111111', '111111']","['[]', '[]']"
bizani,Bizani.,"['111111', '111111']","['[]', '[]']"
bizani,Bizani.,"['111111', '011111']","['[]', '[]']"
bhizani,Bizani.,['011111'],['[]']
bizani,Bizani.,['111111'],['[]']
bhizani,Bizani.,['011111'],['[]']
uma uthanda ungaphuma,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
amahashiagijima,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
uma uthanda,"Uma uthanda, ungaphuma.","['111111111111111111', '111111111111111111']","['[]', '[]']"
uma uthanda,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
uma uthanda,"Uma uthanda, ungaphuma.","['111111111111111111', '111111111111111111', '111111111111111111']","['[]', '[]', '[]']"
uma,"Uma uthanda, ungaphuma.",['001111111111111111'],"['[""12"", ""13""]']"
uma uthanda,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
uma uthanda unngaphuma,"Uma uthanda, ungaphuma.","['111111111111111111', '111111111111111111']","['[]', '[]']"
umauthanda,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
uma uthanda ukaphuma,"Uma uthanda, ungaphuma.",['111111111111111111'],['[]']
uma  uthanda ngaphufuma,"Uma uthanda, ungaphuma.",['111111111111111111'],"['[""16""]']"
amahhashi agijima,Amahhashi agijima.,"['111011111111111', '111111111111111']","['[]', '[]']"
sala khahle,Amahhashi agijima.,['111111111111111'],['[]']
amahhashi agijima,Amahhashi agijima.,['111011111111111'],['[]']
amahhashi agijima,Amahhashi agijima.,"['111111111111111', '111111111111111']","['[]', '[]']"
amahhashi agijima,Amahhashi agijima.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
amahhathi agizi,Amahhashi agijima.,['111110111111100'],['[]']
amahhashi agijima,Amahhashi agijima.,['111111111111111'],['[]']
amashashe igijima,Amahhashi agijima.,['111011010111111'],['[]']
amahhashi agijima,Amahhashi agijima.,"['111111111111111', '111011111111111']","['[]', '[]']"
amahhashi agijima,Amahhashi agijima.,['111011111111111'],['[]']
amashannj,Amahhashi agijima.,['111000011111111'],['[]']
sala khashle,Sala kahle.,['111111111'],['[]']
vula umyango manje,Sala kahle.,['111111111'],['[]']
bala kahle,Sala kahle.,"['111111111', '111110101']","['[]', '[]']"
sala kahle,Sala kahle.,['111111111'],['[]']
sala kahle,Sala kahle.,"['111111111', '111111111']","['[]', '[]']"
sala kahle,Sala kahle.,"['111111111', '111111111']","['[]', '[]']"
sala kahle,Sala kahle.,['111111111'],['[]']
sala khashle,Sala kahle.,['111110101'],['[]']
sala kahle,Sala kahle.,['111111101'],['[]']
sala khahle,Sala kahle.,['111110111'],['[]']
sala khahle,Sala kahle.,['111110111'],['[]']
vula umnyango manje,Vula umnyango manje.,['11111111111111111'],['[]']
ngithanda izontho ezimhlophe,Vula umnyango manje.,['11111111111111111'],['[]']
ula umnyangomanje,Vula umnyango manje.,['11111111111111111'],['[]']
vula umnyango manje,Vula umnyango manje.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
uvula umnyango manje,Vula umnyango manje.,"['11111111111111111', '11111111111111111']","['[]', '[""0""]']"
fula umnyango mandle,Vula umnyango manje.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
vula umnyango manje,Vula umnyango manje.,['11111111111111111'],['[]']
vula umyango manje,Vula umnyango manje.,"['11111111111111111', '11111110111111111']","['[]', '[]']"
vula umnyango manje,Vula umnyango manje.,['11111111111111111'],['[]']
vula umnyangomanje,Vula umnyango manje.,['11111111111111111'],['[]']
vula umyanko manje,Vula umnyango manje.,['11111110111111111'],['[]']
ngithanda izintho ezimhlophe,Ngithanda izinto ezimhlophe.,['11111111111111111111111'],['[]']
bayakhala khakhulume manje,Ngithanda izinto ezimhlophe.,['11111111110111111111111'],['[]']
ingithanda izintoezinhlophe,Ngithanda izinto ezimhlophe.,['11111111111111111111111'],['[]']
nithanda izinto ezimhlophe,Ngithanda izinto ezimhlophe.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
ngithanda izinto ezimhlophe,Ngithanda izinto ezimhlophe.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
ngithanda izinto ezimhlobe,Ngithanda izinto ezimhlophe.,['11111111111111111111111'],['[]']
ngithanda izintoezimhlophe,Ngithanda izinto ezimhlophe.,['11111111111111111111111'],['[]']
ngithanda izonto izimishi lophiye,Ngithanda izinto ezimhlophe.,"['11111111110111111110111', '11111111110101101110111']","['[]', '[]']"
