model_output,target,scores,scores_inserts
kufanele weze lokho,Kufanele wenze lokho.,['0111111111101011111'],['[]']
kufanele wenze lokho,Kufanele wenze lokho.,['0111111111111111111'],['[]']
kufanele wenzealoko,Kufanele wenze lokho.,['1111111111111111111'],['[]']
kumvanele uezi ikholo,Kufanele wenze lokho.,['0111111111101010000'],"['[""2"", ""9"", ""15""]']"
ukubhala nokufunda kahle kulukhuni b,"Ukubhala nokufunda kahle kulukhuni, bantwana.","['1010111111011111110101101111111101101111', '1110111111111111111101101111111101101111']","['[]', '[]']"
ngimbongile umfana kakhulu ekhuseni,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1110111111111111111111111111111111111111'],['[]']
ukubhala nokufunda kahlekhulunkuninn,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1011111111011111110111101110111111111111'],['[]']
ukubhala nokufunda kahle kulukhuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
ukubhala nokufunda kahle kulukhuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
ukubhala nokufunda kahle kulukhuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
ukubhala nokufunda kahle kulukhuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1111111111111111111111111111111111111111'],['[]']
uzobaa nokufunda kahle kulukhuni batwana,"Ukubhala nokufunda kahle kulukhuni, bantwana.","['0011101111011111110111101111111111101111', '0000000111011111110101101111111101101111']","['[]', '[]']"
ukubhala nokufunda kahle kulukuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1011111111011111110111101110111111111111'],['[]']
ukubhala nokufunda kahle kulukhuni,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1111101111011111110101111111111101101111'],['[]']
ukubhala kokufunda kahle ukukunibatwan,"Ukubhala nokufunda kahle kulukhuni, bantwana.",['1111111101011111110111101011111111101111'],['[]']
ngimbongile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,"['1111111111111111101111111011111', '1111111111111111101111111111111']","['[]', '[]']"
abantwana bafuna umfundisi,Ngimbongile umfana kakhulu ekuseni.,['1111111111111111111111111111111'],['[]']
ingimbongile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,"['1111111111111111111111111111111', '1111111111111111111111111111111']","['[]', '[""0""]']"
ngimbongile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,"['1111111111111111111111111111111', '1111111111111111111111111111111', '1111111111111111111111111111111']","['[]', '[]', '[]']"
ngimbonile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,"['1111111111111111111111111111111', '1111111111111111111111111111111']","['[]', '[]']"
ngimbongile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,"['1111111111111111111111111111111', '1111111111111111111111111111111']","['[]', '[]']"
ngimbongile umfana kakhulu ekuseni,Ngimbongile umfana kakhulu ekuseni.,['1111111111111111111111111111111'],['[]']
ingimbungile umfana kakhulu eguseni,Ngimbongile umfana kakhulu ekuseni.,['1111111111111111101111111011111'],['[]']
ngibongile umfana kakhulu eguseni,Ngimbongile umfana kakhulu ekuseni.,['1101111111111111101111111011111'],['[]']
ngimbongile umvana kakhulu eguseni,Ngimbongile umfana kakhulu ekuseni.,['1111111111111111101111111011111'],['[]']
ngibholi umfana kakhulu ekosini,Ngimbongile umfana kakhulu ekuseni.,['1101101111111111111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,"['11110111111111111111111111', '10110111110111111111111111']","['[]', '[]']"
silethe isinkwa,Abantwana bafuna umfundisi,['11111111111111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,['10111111110111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,"['11111111111111111111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,['11111111111111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,['11111111111111111111111111'],['[]']
abathwana bafuna umfundisi,Abantwana bafuna umfundisi,['11100111110111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,['11111111111111111111111111'],['[]']
abantwana bafuna umfundisi,Abantwana bafuna umfundisi,['11111111111111111111111111'],['[]']
abantu bafuna umfundisi,Abantwana bafuna umfundisi,['10111000010111111111111111'],['[]']
silethe isinkwa,Silethe isinkwa.,"['11111111111111', '11111111111111']","['[]', '[]']"
abafazi bayahlakula manje,Silethe isinkwa.,['11111111111111'],['[]']
silethe isinkwa,Silethe isinkwa.,"['01111111111111', '11111111111111']","['[]', '[]']"
silethe isinkwa,Silethe isinkwa.,"['11111111111111', '11111111111111']","['[]', '[]']"
silethe isinkwa,Silethe isinkwa.,"['11111111111111', '11111111111111']","['[]', '[]']"
silethe isinkwa,Silethe isinkwa.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
silethe isinkwa,Silethe isinkwa.,['11111111111111'],['[]']
silethi izikhwa,Silethe isinkwa.,"['11111011011111', '11111011111111', '11101011011111']","['[]', '[]', '[]']"
silethe isinkwa,Silethe isinkwa.,['11111111111111'],['[]']
silithe izinkwa,Silethe isinkwa.,['11101111111111'],['[]']
silethi isigwa,Silethe isinkwa.,['11111011111111'],['[]']
abafazi bayalakula manjekhoa abantwana bayafunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111111101011111111110111111111011111111111111'],['[]']
siyabusa,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111111111111111111111111111111111111111111111'],['[]']
abafazi bayahlukula manjeoaabantwana funda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111111100011111111110111111111111111111111111'],['[]']
abafazi bayahlakula manjeaabanfunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['11111111111111111111111111111111111111111111111111', '11111111111111111111111111111111111111111111111111']","['[]', '[]']"
abafazi bayahlakula manje kodwaabantwanabayafunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['11111111111111111111111111111111111111111111111111', '11111111111111111111111111111111111111111111111111']","['[]', '[]']"
abafazi bayahlakula manjekaantfna,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['11111111111111111111111111111111111111111111111111', '11111111111111111111111111111111111111111111111111']","['[]', '[]']"
abafazi bayahlakula manje,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['11111111111111111111111111111111111111111111111111', '11111111111111111111111111111111111111111111111111']","['[]', '[]']"
abazali bayashlakhula manjekwaaantwanayafunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.","['00000001111101011111111110111111111111111111111111', '11100001111111111111111111011111111111111111111111', '11100011011101011111111110111111111011111111111111']","['[]', '[""4"", ""5"", ""7""]', '[]']"
abafazi bayahlakhula manje,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111111111111111111111111111111111111111111111'],['[]']
abafazi bayahlakula manjekhodwa abantwana byafunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['11111111011111011111111110111111011011111111111111'],['[]']
abafazi bayahlakula manjekonwa aatwana byafunda,"Abafazi bayahlakula manje, kodwa abantwana bayafunda.",['10111111011111011111111110111111011011111011111111'],['[]']
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,['111111111111'],"['[""0""]']"
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
ngingahamba na,Ngingahamba na?,"['111111111111', '111111111111']","['[]', '[]']"
nginkamba na,Ngingahamba na?,"['111101111111', '111101111111']","['[]', '[]']"
ngingamba na,Ngingahamba na?,['111111111111'],['[]']
inginahamba na,Ngingahamba na?,"['110111111111', '110111111111']","['[""0""]', '[""0""]']"
ingikahamba na,Ngingahamba na?,['110111111111'],"['[""0""]']"
ngingahamba na,Ngingahamba na?,['111111111111'],['[]']
ngikahambana,Ngingahamba na?,['111111111111'],['[]']
ingiyahamba na,Ngingahamba na?,['110011111111'],"['[""0""]']"
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
tulani ke,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,['11110111'],['[]']
siyabuza,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
siyabusa,Siyabusa.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
siyabusa,Siyabusa.,['11111111'],['[]']
siyabusa,Siyabusa.,"['11111111', '11111111']","['[]', '[]']"
siyabusa,Siyabusa.,['11110111'],['[]']
siyabusa,Siyabusa.,['11111111'],['[]']
si bayabusa,Siyabusa.,['11110111'],"['[""2""]']"
thulani khe,Thulani ke.,"['111111111', '111111101']","['[]', '[]']"
uyamihleka,Thulani ke.,['111111111'],['[]']
thulani khe,Thulani ke.,"['111111101', '111111101']","['[]', '[]']"
thulani ke,Thulani ke.,"['111111111', '111111111']","['[]', '[]']"
dulani ke,Thulani ke.,"['111111111', '111111111', '111111111']","['[]', '[]', '[]']"
thulani ke,Thulani ke.,"['111111111', '111111111', '111111111']","['[]', '[]', '[]']"
thulani ke,Thulani ke.,['111111111'],['[]']
thulani ke,Thulani ke.,['111111111'],['[]']
thulani khe,Thulani ke.,['111111101'],['[]']
thulani ke,Thulani ke.,['111111111'],['[]']
kutanike,Thulani ke.,['010111101'],['[]']
uyanihlekha,Uyanihleka.,['111111101'],['[]']
imizi mikhulu,Uyanihleka.,['111111111'],['[]']
uyanihlekha,Uyanihleka.,['111111101'],['[]']
uyanihleka,Uyanihleka.,['111111111'],['[]']
uyamihlela,Uyanihleka.,['111111111'],['[]']
uyanisheka,Uyanihleka.,"['111111111', '111111111']","['[]', '[]']"
uyanihleka,Uyanihleka.,['111111111'],['[]']
uyanislaleka,Uyanihleka.,"['111111011', '111110111']","['[""6""]', '[""6""]']"
uyanihleka,Uyanihleka.,['111111101'],['[]']
uyanehleka,Uyanihleka.,"['111111111', '111101101']","['[]', '[]']"
uyahelwa,Uyanihleka.,['111000000'],['[]']
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111']","['[]', '[]']"
izinyoni zinhle,Imizi mikhulu.,['111111111111'],['[]']
imizi mkhulu,Imizi mikhulu.,"['111111111111', '111111101111']","['[]', '[]']"
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111101111']","['[]', '[]']"
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
imizi mikhulu,Imizi mikhulu.,"['111111111111', '111111111111']","['[]', '[]']"
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imimikhulu,Imizi mikhulu.,['111001111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
imizi mikhulu,Imizi mikhulu.,['111111111111'],['[]']
izi nyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111101']","['[]', '[]']"
wena uyisilima,Izinyoni zinhle.,['1111111111111'],['[]']
izinyoni zindle,Izinyoni zinhle.,['1111111111111'],['[]']
izinyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
izinyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
izinyoni zindle,Izinyoni zinhle.,['1111111111011'],['[]']
izinyoni zinhle,Izinyoni zinhle.,['1111111111111'],['[]']
izoyoni zinhle,Izinyoni zinhle.,"['1100111111001', '1100111111101']","['[]', '[]']"
izinyoni zinhle,Izinyoni zinhle.,['1111111111111'],['[]']
izinyone ezinhle,Izinyoni zinhle.,['1111110111111'],['[]']
izingyoni zinhle,Izinyoni zinhle.,"['1111111111111', '1111111111111']","['[]', '[]']"
wena uyi silima,Wena uyisilima.,"['11111111111111', '11111111111111']","['[]', '[]']"
sibuthande impela ubuhle,Wena uyisilima.,['11111111111111'],['[]']
wena uyislima,Wena uyisilima.,['11111111101111'],['[]']
wena uyisilima,Wena uyisilima.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
wena uyisilima,Wena uyisilima.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
wena wuyisilima,Wena uyisilima.,"['11111111111111', '11111111111111']","['[]', '[]']"
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
wena iyisilima,Wena uyisilima.,"['11111111111111', '11111011111111']","['[]', '[]']"
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
wena uyisilima,Wena uyisilima.,['11111111111111'],['[]']
wena usilima,Wena uyisilima.,['11111111111111'],['[]']
sibuthande impela ubule,Sibuthande impela ubuhle.,"['1111111111110111111101', '1111111111111111111111', '1111111111101111111101']","['[]', '[]', '[]']"
umoya unamandla,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande impela ubuhle,Sibuthande impela ubuhle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
sibuthande impela ubundle,Sibuthande impela ubuhle.,"['1111111111111111111101', '1111111111111111111111']","['[]', '[""20""]']"
sibuthande impela obuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande impela wobuhle,Sibuthande impela ubuhle.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
sibuthande impela ubuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande impela ubule,Sibuthande impela ubuhle.,"['1111111111110111111111', '1111111111110111111101']","['[]', '[]']"
sibuthande impela ubuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
sibuthande impela ubuhle,Sibuthande impela ubuhle.,['1111111111110111110111'],['[]']
sibhutande impela ubuhle,Sibuthande impela ubuhle.,['1111111111111111111111'],['[]']
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
bayanifuna na,Umoya unamandla.,['11111111111111'],['[]']
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
umoya unamandla,Umoya unamandla.,"['11111111111111', '11111111111111']","['[]', '[]']"
umoya unamandla,Umoya unamandla.,['11111111111111'],['[]']
umoya umana,Umoya unamandla.,"['11111110011101', '11111110011101']","['[]', '[]']"
umoya unamandla,Umoya unamandla.,['11111111111111'],['[]']
umuya unamandla,Umoya unamandla.,['11011111111111'],['[]']
umoya unamanhlanaa,Umoya unamandla.,['11111111111101'],['[]']
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
ufakazi uzohamba manjle,Bayanifuna na?,['1111111111111'],['[]']
bayamifuna na,Bayanifuna na?,['0111111111111'],['[]']
bayanifuna na,Bayanifuna na?,"['1111111111111', '1111111111111']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,"['1111111111111', '1111111111111']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
bayanifuna na,Bayanifuna na?,['1111111111111'],['[]']
bayanifuna ma,Bayanifuna na?,"['0111111111101', '0111111111101']","['[]', '[]']"
bayanifuna na,Bayanifuna na?,['0111111111111'],['[]']
bayanifunana,Bayanifuna na?,['0111111111111'],['[]']
bayanifunda na,Bayanifuna na?,['0111111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1110111111111111111111'],['[]']
asiyobona induna,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,"['1110111111111111111111', '1110111111111111111111']","['[]', '[]']"
ufakazi uzohamba manje,Ufakazi uzohamba manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
ufakazi uzohamba manje,Ufakazi uzohamba manje.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1111111111101111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1110111111111111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1111111111111111111111'],['[]']
u ufakiza uzuhamba manje,Ufakazi uzohamba manje.,['1110010111111111111111'],['[]']
ufakazi uzohamba manje,Ufakazi uzohamba manje.,['1110111111111110111111'],['[]']
umfazi uyambiza umthwana,Umfazi uyambiza umntwana.,"['111111111111111111101111', '111111111111111111101111']","['[]', '[]']"
umfazi uyambiza umthwana,Umfazi uyambiza umntwana.,"['111111111111111111111111', '111111111100111111101111']","['[]', '[]']"
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111110111111111111'],"['[""0""]']"
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi yambiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi uyombiza umntwana,Umfazi uyambiza umntwana.,['111111111111111111111111'],['[]']
umfazi uyambiza uthwana,Umfazi uyambiza umntwana.,['111111111111111111101111'],['[]']
amfazi uyabiza umntshwana,Umfazi uyambiza umntwana.,['111111111101111111111111'],['[]']
umfazi uyambiza umntwana,Umfazi uyambiza umntwana.,['111111111110111111111111'],['[]']
umfazi uyambiza umthwana,Umfazi uyambiza umntwana.,['111111111110111111101111'],['[]']
umfazi uyabiza emthwana,Umfazi uyambiza umntwana.,['111111111100111111101111'],['[]']
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111101111111111']","['[]', '[]']"
uyathanda ukufunda kahle,Asiyobona induna.,['1111111111111111'],['[]']
asiyobona induna,Asiyobona induna.,"['1111101111111111', '1111101111101111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
asiyobona induna,Asiyobona induna.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
asiyobona induna,Asiyobona induna.,['1111111111111111'],['[]']
asiyobona untuna,Asiyobona induna.,"['1111111111011111', '1111111111011111', '1111101111011111']","['[]', '[""10""]', '[]']"
asiyobona induna,Asiyobona induna.,['1111101111111111'],['[]']
asiyobona induna,Asiyobona induna.,['1111101111111111'],['[]']
asiyobhona,Asiyobona induna.,['1111111111111111'],['[]']
uyathanda ukufuna khahle,Uyathanda ukufunda kahle.,"['1111111111111111111111', '1111111111111111111111', '1111111111011111110101']","['[]', '[]', '[]']"
